,place,latitude,longitude,net,depthError,depth,type,Territory
3152,"15 km ESE of Little Lake, CA",35.9015,-117.746,ci,0.63,8.36,earthquake,CA
3153,"28 km NNE of Alta, Wyoming",43.973833333333,-110.8565,mb,1.25,8.98,earthquake,Wyoming
3154,"11 km SSE of Volcano, Hawaii",19.3525,-155.17783333333,hv,0.57,8.53,earthquake,Hawaii
3155,"11 km E of Pāhala, Hawaii",19.204,-155.36716666667,hv,0.91,31.44,earthquake,Hawaii
3156,"147 km E of Nabire, Indonesia",-3.1388,136.8115,us,8.157,44.308,earthquake,Indonesia
3157,"8 km SSW of Fern Forest, Hawaii",19.395833333333,-155.16866666667,hv,0.49,23.5,earthquake,Hawaii
3158,"15 km ESE of Little Lake, CA",35.9031667,-117.7456667,ci,0.41,7.45,earthquake,CA
3159,Owen Fracture Zone region,17.5035,60.2162,us,1.92,10.0,earthquake,Unknown
3160,"15 km ESE of Little Lake, CA",35.9016667,-117.7443333,ci,0.51,7.54,earthquake,CA
3161,"15 km ESE of Little Lake, CA",35.9031667,-117.7468333,ci,0.5,8.41,earthquake,CA
3162,"15 km ESE of Little Lake, CA",35.8991667,-117.7486667,ci,0.72,7.08,earthquake,CA
3163,"15 km ESE of Little Lake, CA",35.901,-117.746,ci,0.35,7.54,earthquake,CA
3164,"22 km E of Forsan, Texas",32.104,-101.124,tx,2.3278027247761,7.7637,earthquake,Texas
3165,"4 km NW of Fontana, CA",34.1225,-117.488,ci,1.04,3.58,earthquake,CA
3166,"3 km SW of Beluga, Alaska",61.1126,-151.1223,ak,0.6,0.0,earthquake,Alaska
3167,"12 km NW of Volcano, Hawaii",19.532666666667,-155.29883333333,hv,1.09,29.89,earthquake,Hawaii
3168,"86 km NW of Karluk, Alaska",58.211166666667,-155.2795,av,0.94,1.65,earthquake,Alaska
3169,"94 km N of Karluk, Alaska",58.402166666667,-154.74583333333,av,0.75,5.25,earthquake,Alaska
3170,"6 km ENE of Dilley, Texas",28.69,-99.105,tx,3.6634521484375,6.3146,earthquake,Texas
3171,"13 km NW of Ludlow, CA",34.8,-116.2605,ci,0.44,4.91,earthquake,CA
3172,"5 km WSW of Dover, Oklahoma",35.97116667,-97.97083333,ok,0.5,4.03,earthquake,Oklahoma
3173,"15 km NE of Milford, Utah",38.5095,-112.8975,uu,0.38,2.43,earthquake,Utah
3174,"32 km ESE of McCarthy, Alaska",61.2867,-142.3887,ak,0.4,6.6,earthquake,Alaska
3175,"4 km NNW of Fontana, CA",34.1285,-117.4826667,ci,0.41,3.34,earthquake,CA
3176,"16 km NNW of Ojai, CA",34.575,-119.331,ci,0.67,7.16,earthquake,CA
3177,"7 km W of Mehmand Chak, Pakistan",32.798,73.7417,us,1.85,10.0,earthquake,Pakistan
3178,"1 km SSE of Loma Linda, CA",34.0363333,-117.257,ci,0.33,14.42,earthquake,CA
3179,"17 km N of Ester, Alaska",65.0084,-148.0246,ak,0.2,15.1,earthquake,Alaska
3180,"41 km NE of Spencer, Idaho",44.67,-111.88383333333,mb,1.33,8.72,earthquake,Idaho
3181,"16 km NE of Milford, Utah",38.511666666667,-112.89416666667,uu,0.44,2.69,earthquake,Utah
3182,"43 km ESE of West Yellowstone, Montana",44.5255,-110.58666666667,uu,31.61,2.06,earthquake,Montana
3183,"24 km ENE of West Yellowstone, Montana",44.739333333333,-110.80966666667,uu,1.83,6.85,earthquake,Montana
3184,"99 km N of Karluk, Alaska",58.451833333333,-154.693,av,1.13,6.58,earthquake,Alaska
3185,"0 km S of Kenilworth, Utah",39.683,-110.8065,uu,1.56,-3.33,earthquake,Utah
3186,"16 km NE of Milford, Utah",38.512166666667,-112.88783333333,uu,0.44,2.39,earthquake,Utah
3187,"21 km ESE of Masjed Soleymān, Iran",31.8473,49.5045,us,1.857,10.0,earthquake,Iran
3188,"25 km W of Garden City, Texas",31.895,-101.745,tx,0.82322859804528,8.3496,earthquake,Texas
3189,"65 km W of Cantwell, Alaska",63.4695,-150.2511,ak,2.1,117.8,earthquake,Alaska
3190,"5 km W of Dover, Oklahoma",35.97616667,-97.97183333,ok,0.5,4.86,earthquake,Oklahoma
3191,"15 km ESE of Little Lake, CA",35.9013333,-117.749,ci,0.44,7.24,earthquake,CA
3192,"15 km ESE of Little Lake, CA",35.8995,-117.75,ci,0.41,6.28,earthquake,CA
3193,"23 km NNE of Yerington, Nevada",39.1691,-119.0381,nn,1.9,6.9,earthquake,Nevada
3194,"10 km ENE of Ocotillo Wells, CA",33.1915,-116.0361667,ci,0.72,6.59,earthquake,CA
3195,"6 km SSW of Pāhala, Hawaii",19.147167205811,-155.49749755859,hv,0.850000024,29.10000038147,earthquake,Hawaii
3196,"15 km ESE of Little Lake, CA",35.9008333,-117.748,ci,0.43,7.11,earthquake,CA
3197,"14 km ENE of Ridgecrest, CA",35.686,-117.5423333,ci,0.77,8.43,earthquake,CA
3198,"4 km SE of Floriston, California",39.3612,-119.9857,nn,5.4,4.0,earthquake,California
3199,"63 km ENE of Pedro Bay, Alaska",60.025333333333,-153.07816666667,av,2.3,4.13,earthquake,Alaska
3200,"4 km SSW of Pāhala, Hawaii",19.165166666667,-155.493,hv,1.0,30.72,earthquake,Hawaii
3201,"5 km SSW of Pāhala, Hawaii",19.156833648682,-155.50466918945,hv,0.409999996,31.5,earthquake,Hawaii
3202,"1 km WNW of Pāhala, Hawaii",19.206166666667,-155.49366666667,hv,0.51,31.61,earthquake,Hawaii
3203,"64 km WNW of Beluga, Alaska",61.331833333333,-152.22233333333,av,1.58,1.85,earthquake,Alaska
3204,"12 km SE of Cloverdale, CA",38.732334136963,-122.92050170898,nc,2.26999998,2.8699998855591,earthquake,CA
3205,"91 km SSW of Alberto Oviedo Mota, B.C., MX",31.5,-115.6135,ci,2.84,8.56,earthquake,MX
3206,"37 km SSE of Masjed Soleymān, Iran",31.6172,49.4436,us,1.845,10.0,earthquake,Iran
3207,"66 km WNW of Beluga, Alaska",61.3035,-152.26783333333,av,1.64,0.63,earthquake,Alaska
3208,"6 km SSW of Pāhala, Hawaii",19.146165847778,-155.49465942383,hv,1.19000006,28.170000076294,earthquake,Hawaii
3209,"12 km E of Pāhala, Hawaii",19.2065,-155.36433333333,hv,0.86,33.06,earthquake,Hawaii
3210,"37 km SE of Masjed Soleymān, Iran",31.7002,49.5826,us,1.846,10.0,earthquake,Iran
3211,"16 km E of McCloud, CA",41.261333465576,-121.9495010376,nc,0.389999986,3.0999999046326,earthquake,CA
3212,"10 km N of Mojave, CA",35.1448333,-118.1813333,ci,0.28,10.05,earthquake,CA
3213,"8 km E of Pāhala, Hawaii",19.197666666667,-155.40033333333,hv,0.59,33.73,earthquake,Hawaii
3214,"1 km NW of The Geysers, CA",38.785667419434,-122.76983642578,nc,0.730000019,2.6800000667572,earthquake,CA
3215,"8 km SW of Corona, CA",33.8146667,-117.6308333,ci,0.59,4.36,earthquake,CA
3216,"2 km ENE of San Leandro, CA",37.735500335693,-122.13616943359,nc,0.699999988,4.3400001525879,earthquake,CA
3217,"69 km SSW of McCarthy, Alaska",60.8706,-143.48,ak,0.2,13.7,earthquake,Alaska
3218,"2 km ESE of The Geysers, CA",38.771999359131,-122.73650360107,nc,0.569999993,1.1299999952316,earthquake,CA
3219,"64 km WNW of Tyonek, Alaska",61.203666666667,-152.30066666667,av,0.7,7.09,earthquake,Alaska
3220,"68 km WSW of Ferry, Alaska",63.8799,-150.4788,ak,0.4,8.8,earthquake,Alaska
3221,"5 km ESE of Redding, CA",40.56916809082,-122.30599975586,nc,1.09000003,14.090000152588,earthquake,CA
3222,"4 km SE of Ontario, CA",34.0261667,-117.5988333,ci,0.31,3.51,earthquake,CA
3223,"25 km SSE of Midland, Texas",31.777,-101.991,tx,1.4749872266371,8.6182,earthquake,Texas
3224,"5 km SE of Loma Linda, CA",34.0115,-117.2245,ci,0.4,14.79,earthquake,CA
3225,"36 km NW of Toyah, Texas",31.573,-104.028,tx,0.42575669009612,7.215,earthquake,Texas
3226,"7 km NNW of Smiths Ferry, Idaho",44.3595,-116.12483333333,mb,2.16,7.97,earthquake,Idaho
3227,"98 km NNW of Karluk, Alaska",58.430333333333,-154.8425,av,1.35,1.87,earthquake,Alaska
3228,Fiji region,-19.903,-178.448,us,8.579,608.514,earthquake,Unknown
3229,"17 km WNW of Tatitlek, Alaska",60.9223,-146.9785,ak,0.4,20.1,earthquake,Alaska
3230,"14 km S of Fern Forest, Hawaii",19.332666397095,-155.13349914551,hv,1.29999995,4.8499999046326,earthquake,Hawaii
3231,"12 km N of Wai‘ōhinu, Hawaii",19.187666666667,-155.616,hv,31.61,48.42,earthquake,Hawaii
3232,"25 km NNW of Susitna, Alaska",61.7558,-150.7103,ak,1.9,45.7,earthquake,Alaska
3233,"10 km SSE of Pāhala, Hawaii",19.12166595459,-155.42182922363,hv,1.38,37.439998626709,earthquake,Hawaii
3234,"6 km S of Redlands, CA",34.0056667,-117.1828333,ci,0.28,14.32,earthquake,CA
3235,"1 km ESE of Loma Linda, CA",34.045,-117.2501667,ci,0.28,16.56,earthquake,CA
3236,"14 km ENE of Ridgecrest, CA",35.67,-117.5288333,ci,0.57,9.52,earthquake,CA
3237,"14 km ENE of Ridgecrest, CA",35.671,-117.5278333,ci,0.72,9.38,earthquake,CA
3238,"111 km SE of King Cove, Alaska",54.354,-161.0874,us,1.957,10.0,earthquake,Alaska
3239,"86 km NNW of Karluk, Alaska",58.296,-154.98416666667,av,0.89,3.01,earthquake,Alaska
3240,"5 km NNW of The Geysers, CA",38.810501098633,-122.79499816894,nc,0.439999998,3.0699999332428,earthquake,CA
3241,"69 km NE of Nikolski, Alaska",53.426666666667,-168.21666666667,av,0.28,0.05,earthquake,Alaska
3242,"17 km W of Searles Valley, CA",35.773,-117.597,ci,0.48,9.49,earthquake,CA
3243,northwest of the Kuril Islands,50.3251,151.8843,us,7.77,338.886,earthquake,Unknown
3244,"6 km S of Pāhala, Hawaii",19.142,-155.48783333333,hv,0.71,32.51,earthquake,Hawaii
3245,"12 km SSE of Volcano, Hawaii",19.341333333333,-155.18016666667,hv,0.91,5.9,earthquake,Hawaii
3246,"20 km NE of Gardendale, Texas",32.14,-102.216,tx,1.1654617678761,6.665,earthquake,Texas
3247,"22 km NNE of Yerington, Nevada",39.1648,-119.0432,nn,4.5,7.3,earthquake,Nevada
3248,"22 km NNE of Yerington, Nevada",39.1606,-119.0415,nn,3.8,7.9,earthquake,Nevada
3249,"10 km ENE of Pāhala, Hawaii",19.24716758728,-155.38633728027,hv,0.660000026,32.790000915527,earthquake,Hawaii
3250,"45 km ESE of Palca, Peru",-17.9975,-69.5935,us,6.7,144.162,earthquake,Peru
3251,"98 km NNW of Kundiawa, Papua New Guinea",-5.1509,144.7837,us,8.307,84.19,earthquake,Papua New Guinea
3252,"6 km NNW of Burns, Oregon",43.646166666667,-119.07566666667,uw,31.61,-1.41,explosion,Oregon
3253,"68 km WNW of Beluga, Alaska",61.327333333333,-152.293,av,3.36,0.04,earthquake,Alaska
3254,"5 km NNW of Boron, CA",35.0426667,-117.67,ci,31.61,-0.79,quarry blast,CA
3255,"0 km SSW of Volcano, Hawaii",19.43466758728,-155.23750305176,hv,1.48000002,9.6400003433228,earthquake,Hawaii
3256,"68 km WNW of Beluga, Alaska",61.328166666667,-152.296,av,0.98,1.56,earthquake,Alaska
3257,"68 km WNW of Beluga, Alaska",61.328,-152.29466666667,av,3.43,0.37,earthquake,Alaska
3258,"16 km E of Ferry, Alaska",64.0138,-148.7784,ak,0.3,0.0,earthquake,Alaska
3259,"2 km ENE of Lone Pine, CA",36.595,-118.0498333,ci,0.52,4.95,earthquake,CA
3260,"18 km N of Borrego Springs, CA",33.4141667,-116.3395,ci,0.62,12.93,earthquake,CA
3261,"13 km SSW of Skwentna, Alaska",61.8795,-151.4988,ak,0.6,81.5,earthquake,Alaska
3262,"19 km WSW of Hilo, Hawaii",19.6845,-155.26933333333,hv,1.75,2.06,earthquake,Hawaii
3263,"8 km S of Volcano, Hawaii",19.368499755859,-155.22766113281,hv,0.189999998,1.7599999904633,earthquake,Hawaii
3264,"71 km SE of Cantwell, Alaska",62.8691,-148.1187,ak,0.9,55.9,earthquake,Alaska
3265,"2 km ENE of The Geysers, CA",38.785499572754,-122.74133300781,nc,0.25,1.460000038147,earthquake,CA
3266,"4 km SSW of Pāhala, Hawaii",19.163166046143,-155.49217224121,hv,0.910000026,33.400001525879,earthquake,Hawaii
3267,"24 km SSW of Westbrook, Texas",32.145,-101.075,tx,2.5381730066807,5.0049,earthquake,Texas
3268,"13 km E of Fox, Alaska",64.9568,-147.3323,ak,4.2,1.1,earthquake,Alaska
3269,"4 km SSW of Pāhala, Hawaii",19.1635,-155.494,hv,0.69,31.95,earthquake,Hawaii
3270,"65 km WNW of Beluga, Alaska",61.326833333333,-152.2475,av,4.75,-1.18,earthquake,Alaska
3271,"25 km WNW of Hebgen Lake Estates, Montana",44.8275,-111.49666666667,mb,0.76,6.71,earthquake,Montana
3272,"13 km NNW of Willow, Alaska",61.8626,-150.1157,ak,8.7,37.2,earthquake,Alaska
3273,"14 km E of Naalehu, Hawaii",19.050833333333,-155.447,hv,1.7,32.28,earthquake,Hawaii
3274,"11 km NW of Willow, Alaska",61.8304,-150.1718,ak,0.2,11.7,earthquake,Alaska
3275,"25 km NNE of Chickaloon, Alaska",62.0049,-148.2599,ak,0.6,36.4,earthquake,Alaska
3276,"10 km ENE of Stanton, Texas",32.176,-101.697,tx,0.90554783177116,8.1787,earthquake,Texas
3277,"69 km SSW of Ugashik, Alaska",56.9135,-157.73333333333,av,2.71,12.0,earthquake,Alaska
3278,"10 km NW of The Geysers, CA",38.837833404541,-122.83716583252,nc,0.660000026,1.5299999713898,earthquake,CA
3279,"23 km ENE of Ashford, Washington",46.853333333333,-121.76083333333,uw,0.83,2.73,earthquake,Washington
3280,"25 km N of Pāhala, Hawaii",19.437000274658,-155.48849487305,hv,0.540000021,7.5900001525879,earthquake,Hawaii
3281,"3 km SSE of Mill Creek, Oklahoma",34.37633333,-96.81516667,ok,0.9,0.0,quarry blast,Oklahoma
3282,Banda Sea,-6.6182,129.7655,us,7.91,160.326,earthquake,Unknown
3283,"3 km WNW of Cobb, CA",38.825332641602,-122.76266479492,nc,0.660000026,1.6299999952316,earthquake,CA
3284,"28 km S of Ennis, Montana",45.093166666667,-111.71133333333,mb,31.61,-2.0,quarry blast,Montana
3285,"7 km NW of Prague, Oklahoma",35.5365,-96.74533333,ok,0.4,7.0,earthquake,Oklahoma
3286,"16 km NW of Turt, Mongolia",51.63,100.5274,us,5.061,9.851,earthquake,Mongolia
3287,"4 km SW of Winchester, CA",33.6851667,-117.1218333,ci,0.46,1.95,earthquake,CA
3288,"6 km NNE of Lake Henshaw, CA",33.2898333,-116.7436667,ci,0.49,12.79,earthquake,CA
3289,"6 km SSW of Volcano, Hawaii",19.391834259033,-155.26333618164,hv,0.170000002,2.4100000858307,earthquake,Hawaii
3290,"2 km NNW of The Geysers, CA",38.788333892822,-122.76699829102,nc,0.50999999,2.1800000667572,earthquake,CA
3291,"23 km ENE of Ashford, Washington",46.852166666667,-121.75633333333,uw,0.47,2.02,earthquake,Washington
3292,"72 km WNW of Tyonek, Alaska",61.313666666667,-152.37816666667,av,0.78,3.37,earthquake,Alaska
3293,"48 km SE of Mammoth, Wyoming",44.636,-110.32383333333,uu,1.15,4.16,earthquake,Wyoming
3294,"15 km SSW of Stonewall, Oklahoma",34.53816667,-96.61466667,ok,0.7,0.0,quarry blast,Oklahoma
3295,"98 km N of Karluk, Alaska",58.4494,-154.6077,ak,1.3,15.6,earthquake,Alaska
3296,"17 km ESE of Ocotillo, CA",32.6786667,-115.8253333,ci,0.51,3.73,earthquake,CA
3297,"51 km ESE of Beatty, Nevada",36.6567,-116.2713,nn,0.8,6.9,earthquake,Nevada
3298,"14 km W of Mojave, CA",35.0438333,-118.326,ci,31.61,-0.86,quarry blast,CA
3299,"132 km WNW of Yakutat, Alaska",60.2037,-141.6963,ak,0.2,5.0,earthquake,Alaska
3300,"25 km WNW of Hebgen Lake Estates, Montana",44.827,-111.49783333333,mb,0.84,6.43,earthquake,Montana
3301,"4 km SSW of Mill Creek, Oklahoma",34.368,-96.84366667,ok,0.6,0.0,quarry blast,Oklahoma
3302,"23 km ENE of Ashford, Washington",46.851,-121.759,uw,0.81,2.22,earthquake,Washington
3303,"13 km N of Point Possession, Alaska",61.0451,-150.6865,ak,1.4,62.6,earthquake,Alaska
3304,"31 km W of Cohoe, Alaska",60.4244,-151.873,ak,0.8,78.0,earthquake,Alaska
3305,"14 km SW of Thatcher, Utah",41.597833333333,-112.41183333333,uu,5.31,4.49,earthquake,Utah
3306,"66 km W of Tyonek, Alaska",61.036833333333,-152.35966666667,av,1.41,12.97,earthquake,Alaska
3307,"5 km NNW of Aguanga, CA",33.486,-116.8861667,ci,0.38,11.28,earthquake,CA
3308,"23 km SW of Ackerly, Texas",32.407,-101.92,tx,0.7828677307833,8.5205,earthquake,Texas
3309,"22 km NNE of Yerington, Nevada",39.1701,-119.0429,nn,4.4,8.0,earthquake,Nevada
3310,"2 km SE of Home Gardens, CA",33.8641667,-117.5003333,ci,31.61,-0.3,quarry blast,CA
3311,"6 km ENE of Butte, Montana",46.016333333333,-112.458,mb,31.61,-2.0,quarry blast,Montana
3312,"4 km SSW of Pāhala, Hawaii",19.16250038147,-155.49833679199,hv,0.850000024,31.479999542236,earthquake,Hawaii
3313,"6 km ENE of Imperial, CA",32.8621667,-115.5043333,ci,0.92,9.0,earthquake,CA
3314,"22 km NNE of Yerington, Nevada",39.164,-119.041,nn,1.5,9.6,earthquake,Nevada
3315,"25 km SSE of Midland, Texas",31.781,-101.991,tx,1.2304704016194,8.8623,earthquake,Texas
3316,"46 km W of Mentone, Texas",31.68,-104.089,tx,0.4967085630985,6.1383,earthquake,Texas
3317,"10 km S of Idyllwild, CA",33.6503333,-116.7341667,ci,0.51,12.04,earthquake,CA
3318,"11 km S of Idyllwild, CA",33.6441667,-116.732,ci,0.62,11.6,earthquake,CA
3319,"10 km S of Idyllwild, CA",33.6485,-116.7405,ci,0.46,12.06,earthquake,CA
3320,"56 km S of Whites City, New Mexico",31.672,-104.331,tx,0.7952360643931,7.4329,earthquake,New Mexico
3321,"23 km WNW of Hebgen Lake Estates, Montana",44.826833333333,-111.47416666667,mb,0.82,9.06,earthquake,Montana
3322,"37 km NNE of Amboy, Washington",46.197,-122.19733333333,uw,8.21,-1.76,earthquake,Washington
3323,"22 km NNE of Yerington, Nevada",39.1604,-119.0411,nn,0.8,11.1,earthquake,Nevada
3324,"16 km S of Fern Forest, Hawaii",19.314333333333,-155.11283333333,hv,1.11,3.79,earthquake,Hawaii
3325,"11 km NW of Willow, Alaska",61.8135,-150.194,ak,9.7,2.7,earthquake,Alaska
3326,"13 km NW of Pawnee, Oklahoma",36.42133333,-96.92,ok,0.4,6.58,earthquake,Oklahoma
3327,"55 km WNW of Tyonek, Alaska",61.197666666667,-152.13033333333,av,1.02,25.47,earthquake,Alaska
3328,"60 km WNW of Tyonek, Alaska",61.255,-152.19916666667,av,0.82,22.15,earthquake,Alaska
3329,"13 km WNW of Calipatria, CA",33.157,-115.6455,ci,0.99,4.23,earthquake,CA
3330,"23 km ENE of Ashford, Washington",46.853833333333,-121.7595,uw,0.61,1.81,earthquake,Washington
3331,"23 km ENE of Ashford, Washington",46.853833333333,-121.76033333333,uw,0.54,1.93,earthquake,Washington
3332,"17 km SSW of Searles Valley, CA",35.6206667,-117.4475,ci,0.52,8.43,earthquake,CA
3333,"47 km W of Mentone, Texas",31.679,-104.1,tx,0.48883600789931,6.0101,earthquake,Texas
3334,"1 km W of Pāhala, Hawaii",19.202833333333,-155.4885,hv,0.65,30.89,earthquake,Hawaii
3335,"5 km SE of Lenguazaque, Colombia",5.2791,-73.6733,us,5.578,163.178,earthquake,Colombia
3336,"1 km SSW of Pāhala, Hawaii",19.192167282104,-155.48483276367,hv,0.629999995,29.790000915527,earthquake,Hawaii
3337,"16 km NE of Milford, Utah",38.505666666667,-112.88466666667,uu,0.45,1.92,earthquake,Utah
3338,"22 km ENE of San Lucas, CA",36.247001647949,-120.81716918945,nc,0.389999986,5.9899997711182,earthquake,CA
3339,"86 km NW of Karluk, Alaska",58.1745,-155.3635,av,0.37,1.97,earthquake,Alaska
3340,"67 km SW of Coquimbo, Chile",-30.3289,-71.8873,us,5.321,31.084,earthquake,Chile
3341,"15 km NE of Milford, Utah",38.4975,-112.88933333333,uu,0.61,2.24,earthquake,Utah
3342,"16 km S of Searles Valley, CA",35.626,-117.4375,ci,0.47,7.1,earthquake,CA
3343,"4 km SE of Ontario, CA",34.0253333,-117.6026667,ci,0.22,3.64,earthquake,CA
3344,"3 km  of The Geysers, CA",38.8065,-122.77033333333,nc,0.32,1.51,earthquake,CA
3345,"23 km ENE of Ashford, Washington",46.8525,-121.76033333333,uw,0.53,1.75,earthquake,Washington
3346,"47 km W of Mentone, Texas",31.68,-104.095,tx,0.59771513346635,4.472,earthquake,Texas
3347,"24 km N of Four Mile Road, Alaska",64.8229,-149.0437,ak,0.5,10.8,earthquake,Alaska
3348,"23 km ENE of Ashford, Washington",46.853666666667,-121.75933333333,uw,0.31,0.63,earthquake,Washington
3349,"37 km NNE of Amboy, Washington",46.194666666667,-122.19,uw,0.83,-1.4,earthquake,Washington
3350,"14 km NNE of Maxwell, CA",39.395333333333,-122.1415,nc,0.46,26.99,earthquake,CA
3351,"8 km NNW of The Geysers, CA",38.831001281738,-122.81649780273,nc,0.560000002,1.6499999761581,earthquake,CA
3352,"7 km WNW of Cobb, CA",38.831001281738,-122.80016326904,nc,1.13999999,1.5499999523163,earthquake,CA
3353,"14 km SSW of Guánica, Puerto Rico",17.852166666667,-66.957166666667,pr,3.04,9.97,earthquake,Puerto Rico
3354,"13 km NE of Pāhala, Hawaii",19.293166666667,-155.38933333333,hv,0.97,35.82,earthquake,Hawaii
3355,"11 km SSW of Volcano, Hawaii",19.3475,-155.27133333333,hv,0.47,29.26,earthquake,Hawaii
3356,"47 km WNW of Anchor Point, Alaska",59.878,-152.6607,ak,0.7,80.5,earthquake,Alaska
3357,"146 km SSE of Itoman, Japan",24.8553,128.0662,us,1.867,10.0,earthquake,Japan
3358,"13 km WNW of Calipatria, CA",33.1515,-115.6483333,ci,0.68,4.04,earthquake,CA
3359,"84 km NW of Karluk, Alaska",58.193,-155.2585,av,0.28,2.74,earthquake,Alaska
3360,"16 km NE of Milford, Utah",38.506166666667,-112.88866666667,uu,0.45,2.28,earthquake,Utah
3361,"8 km WNW of Helena Valley Northwest, Montana",46.757166666667,-112.16983333333,mb,2.22,9.18,earthquake,Montana
3362,"5 km SW of Idyllwild, CA",33.7126667,-116.7611667,ci,0.48,15.06,earthquake,CA
3363,"8 km NNW of The Geysers, CA",38.8313331604,-122.81749725342,nc,0.540000021,1.8899999856949,earthquake,CA
3364,"19 km SE of Pāhala, Hawaii",19.058333333333,-155.3655,hv,1.06,33.85,earthquake,Hawaii
3365,"12 km NNE of Maxwell, CA",39.382999420166,-122.15266418457,nc,1.87,27.75,earthquake,CA
3366,"46 km W of Mentone, Texas",31.682,-104.094,tx,0.68659143337799,6.0999,earthquake,Texas
3367,"8 km NNW of The Geysers, CA",38.832000732422,-122.81983184815,nc,0.720000029,1.7999999523163,earthquake,CA
3368,"209 km WSW of Adak, Alaska",51.3178,-179.5155,us,6.731,25.069,earthquake,Alaska
3369,"5 km NNW of The Geysers, CA",38.818832397461,-122.78849792481,nc,0.649999976,1.6100000143051,earthquake,CA
